"","DayOfYear","Tmean","daily_thermal_time","cumul_thermal_time","Berry_thermal_time","sum_daily_thermal_time","days_since_bud_burst","Matdtt","FFulindex","iStage","Vcarbo","Pcarb","Vreserve","aeration_stress","soil_water_stress","Cpool","shoot_num","berry_num_shoot","berry_num_vine","BerryDw","SugarDw","FruitDw","BerryStage","Brix","VLeafwt","VStemwt","VRootwt","root_growth","stem_growth","leaf_growth","LAI","LatNo","shoot_sqm","total_soil_water","rain","ponding","irrigation","drainage","root_uptake","evap","Pesw","water_table"
"657",2000-10-18,19,11.5,301.003525,8.5,6149.156110625,33,0,0.520275214291281,2,34.1974575766534,36.2417172880611,1250.88284303414,0.958554094745663,1,130.082422560697,228.051247054724,0,0,0,0,0,0,0,487.343863653434,216.375483185463,155.483461949152,4.77473590405107,8.64675998687744,15.2269191776324,1.35717678242897,2.43595314025879,31.4794007131512,63.4523902806591,0.6,4.38022537710744,0,0.0999999999999985,0.110755189670781,0.190326349210606,38.4523902806591,473.92343550299
"658",2000-10-19,13,5.5,306.503525,2.5,6154.656110625,34,0,0.520275214291281,2,19.1851223152023,29.9767542875362,1256.15354334644,0.958688925571141,1,130.358984615719,228.051247054724,0,0,0,0,0,0,0,494.698234668565,220.616463810616,157.802532311766,2.31907036261354,4.24098062515259,7.35437101513089,1.37678443459335,2.46367907524109,31.4873224310086,63.2893075331588,2.3,4.50457206667891,0,0.100000000000001,0.0635834952939488,0.10515256263484,38.2893075331588,474.401039648045
"659",2000-10-20,14.25,7.075,313.578525,4.075,6161.731110625,35,0,0.520275214291281,2,46.2079726212324,53.4799984649807,1284.53007895482,0.958857320827906,1,153.991889943024,228.051247054724,0,0,0,0,0,0,0,504.090499869779,226.083729416542,160.774438517479,2.97190620571283,5.46726560592651,9.39226520121335,1.40190276017473,2.49934053421021,31.4911101270444,63.0366839531806,0,4.25540875597379,0,0.100000000000001,0.153123579985683,0.248663310697671,38.0366839531806,474.878668612361
"660",2000-10-21,18,10.5,324.078525,7.5,6172.231110625,36,0,0.520275214291281,2,54.0655464415459,56.3893548772594,1312.36631033102,0.958789922892094,1,156.289239271682,228.051247054724,0,0,0,0,0,0,0,517.837126887161,234.19486489933,165.145991082654,4.37155256517533,8.11113548278809,13.7466270173825,1.43887354341196,2.55225729942322,31.4959819110566,62.7192261908318,0,4.65409570037331,31.2021837191348,0.0999999999999986,0.217957762348729,0.345904299626694,37.7192261908318,475.356322236478
"661",2000-10-22,21.25,13.75,337.828525,10.75,6185.981110625,37,0,0.520275214291281,2,27.4277274027311,28.6149040115844,1305.76639991872,0.958511960544489,1,124.636720620805,228.051247054724,0,0,0,0,0,0,0,535.534132684323,244.854223877602,170.817264122249,5.67127303959518,10.6593589782715,17.6970057971616,1.48690931686221,2.62153720855713,31.5032109773425,62.5131062751769,0,4.48991409746723,0,0.0999999999999986,0.106619915662393,0.163681602898624,37.5131062751769,475.83400035931
"662",2000-10-23,17,9.5,347.328525,6.5,6195.481110625,38,0,0.520275214291281,2,18.3608285531856,21.8581283614189,1300.42888525361,0.958052406451857,1,125.239125326754,228.051247054724,0,0,0,0,0,0,0,547.75745911048,252.379516750984,174.766988041013,3.94972391876353,7.52529287338257,12.2233264261577,1.52033964220304,2.66938900947571,31.5126754458035,62.3675815689428,17.5,4.93178402263517,0,0.100000000000001,0.046024706309611,0.067744623191994,37.3675815689428,476.311702818157
"663",2000-10-24,19.25,11.75,359.078525,8.75,6207.231110625,39,0,0.520275214291281,2,44.2130394063142,46.7109826340511,1315.55976919166,0.957858737291108,1,145.173772463412,228.051247054724,0,0,0,0,0,0,0,562.641118613586,261.730986744576,179.614014012578,4.8470259715657,9.35146999359131,14.8836595031056,1.56148281952601,2.72856187820435,31.5192125770765,62.1175534127803,20.7,4.78421980619432,0,0.100000000000001,0.150528156179226,0.215312172966323,37.1175534127803,476.789429448712
"664",2000-10-25,17.5,10,369.078525,7,6217.231110625,40,0,0.520275214291281,2,37.9219992492156,42.4005569668391,1328.70663801203,0.957544563099048,1,144.702845739539,228.051247054724,0,0,0,0,0,0,0,575.213623849286,269.804423481636,183.74320246866,4.1291884560819,8.07343673706055,12.5725052357004,1.59659360191744,2.77890872955322,31.5272963023126,61.9011695405552,0,4.62220717406922,0,0.0999999999999986,0.116883872232617,0.161512632117656,36.9011695405552,477.267180085069
"665",2000-10-26,16.25,8.75,377.828525,5.75,6225.981110625,41,0,0.520275214291281,2,59.4634858939559,65.6177077822487,1366.49524664149,0.957340899713772,1,170.659272430659,228.051247054724,0,0,0,0,0,0,0,586.12929300922,276.951151997261,187.355682057602,3.61247958894179,7.146728515625,10.9156691599332,1.62737579912654,2.82295274734497,31.5341742874696,61.5931175441826,0,4.72002759972459,31.1005049925471,0.0999999999999986,0.20855199637262,0.279972400275411,36.5931175441826,477.74495455973
"666",2000-10-27,15.25,7.75,385.578525,4.75,6233.731110625,42,0,0.520275214291281,2,55.0619725590217,63.7274054863469,1402.37188863867,0.957213942617192,1,172.526166661327,228.051247054724,0,0,0,0,0,0,0,595.724084047458,283.34413638752,190.553237190949,3.19755513334667,6.39298439025879,9.59479103823812,1.65468439129518,2.8619556427002,31.5401912297909,61.3109445582697,0,4.48033399440111,0,0.0999999999999986,0.182672985920296,0.239193605316028,36.3109445582697,478.222752703616
"667",2000-10-28,12.75,5.835,391.413525,2.835,6239.566110625,43,0,0.520275214291281,2,57.0049436951562,71.990849502358,1445.23890195844,0.95714608298339,1,183.104202183641,228.051247054724,0,0,0,0,0,0,0,602.753426257336,288.096402794533,192.909558949439,2.3563217584902,4.75226640701294,7.02934220987843,1.67483843923302,2.88864874839783,31.5455194941837,61.0249889216602,0,4.24095419922415,0,0.0999999999999986,0.186455636616959,0.238879795169507,36.0249889216602,478.700574346073
"668",2000-10-29,14,6.7319,398.145425,3.7319,6246.298010625,44,0,0.520275214291281,2,60.8477021717713,72.437737802263,1493.16196401661,0.957190970636478,1,192.446952254019,228.051247054724,0,0,0,0,0,0,0,609.142941496811,292.477420956307,195.063665661787,2.15410671234831,4.38101816177368,6.38951523947443,1.69332074826605,2.9104323387146,31.5491660933227,60.7204832871819,0,3.98195654069166,0,0.0999999999999986,0.205005634485721,0.258497658525044,35.7204832871819,479.178419314881
"669",2000-10-30,16.25,8.924125,407.06955,5.924125,6255.222135625,45,0,0.520275214291281,2,56.2708210583245,62.4358264533431,1535.72845669674,0.95726058935853,0.901258499012283,191.882689081788,228.051247054724,0,0,0,0,0,0,0,615.870703558413,297.169932514839,197.347720419849,2.28405475806214,4.69251155853271,6.72776206160267,1.71302313394837,2.93042755126953,31.5521419936392,60.4285056350939,0,3.71603412165987,0,0.100000000000001,0.192477652095438,0.265422419024343,35.4285056350939,479.656287436266
"670",2000-10-31,19.25,11.75,418.81955,8.75,6266.972135625,46,0,0.520275214291281,2,45.0892765985929,47.0999236273836,1561.84291767565,0.957311037013842,0.967686796960015,179.687306648583,228.051247054724,0,0,0,0,0,0,0,625.100340556441,303.752641827278,200.510189729067,3.16246930921778,6.58270931243896,9.2296369980276,1.7405234648585,2.96043515205383,31.5548735800538,60.1695395903208,0,3.51383784203018,-7.105427357601e-15,0.100000000000001,0.159466044780631,0.201696279622236,35.1695395903208,480.134178534904
"671",2000-11-01,20.75,13.25,432.06955,10.25,6280.222135625,47,0,0.520275214291281,2,34.3889130357143,55.3869377313966,1582.78101962761,0.95724716076846,0.620884869780518,177.122393719522,228.051247054724,0,0,0,0,0,0,0,631.567306746727,308.494684845619,202.751991604198,2.24180187513084,4.74204301834106,6.46696619028587,1.76019759671999,2.97259020805359,31.558972979068,59.9372996481739,3.7,3.62713704675349,0,0.0999999999999986,0.132740266690515,0.256200470733049,34.9372996481739,480.612092433934
"672",2000-11-02,17.25,9.75,441.81955,6.75,6289.972135625,48,0,0.520275214291281,2,34.2414010818596,58.3463402421942,1607.83841717641,0.957301271862398,0.586864601278486,183.335499511561,228.051247054724,0,0,0,0,0,0,0,635.943461141484,311.771866709404,204.282658878715,1.53066727451707,3.27718186378479,4.37615439475697,1.77372796709473,2.97996926307678,31.560633505844,59.7273188472909,0,3.40438890313521,0,0.0999999999999986,0.110480800890427,0.222248143610824,34.7273188472909,481.090028954967
"673",2000-11-03,17.75,10.25,452.06955,7.25,6300.222135625,49,0,0.520275214291281,2,25.8005313681589,66.5512057057418,1627.39966989061,0.957443004761481,0.387679386484971,180.345094431846,228.051247054724,0,0,0,0,0,0,0,638.889616083678,314.025110632591,205.322538667287,1.03987978857174,2.25324392318726,2.94615494219435,1.78299992994071,2.97809505462646,31.5616415734701,59.5357966567779,0,3.1265119218107,0,0.100000000000001,0.0920221905205002,0.277376981317058,34.5357966567779,481.567987918095
"674",2000-11-04,17.5,10,462.06955,7,6310.222135625,50,0,0.520275214291281,2,21.886817104979,74.7265232296865,1644.80065659666,0.957642599161618,0.292892207685793,180.140953695109,228.051247054724,0,0,0,0,0,0,0,640.989196279986,315.663722426109,206.070177076393,0.747638409105855,1.63861179351807,2.09958019630781,1.78972744709451,2.97179508209229,31.5613855340643,59.3595305722792,0,2.82186412339902,0,0.0999999999999986,0.0767660845061124,0.30414779840423,34.3595305722792,482.045969141901
"675",2000-11-05,16.5,9,471.06955,6,6319.222135625,51,0,0.520275214291281,3,61.317041106046,66.8419467208751,1693.38887644656,0.957864060946306,0.945929967021496,213.068285509562,228.051247054724,0,0,0,0,0,1,0,646.898897821522,320.361371905022,208.191647312095,2.12147023570197,4.69764947891235,5.90970154153563,1.8089826376413,2.99385166168213,31.5605248820788,59.6970377967175,0,1.91888300000335,2.1316282072803e-14,0.0999999999999986,0.209615943195227,0.255857960475936,34.6970377967175,482.523972443465
"676",2000-11-06,16.75,9.25,480.31955,6.25,6328.472135625,52,0,0.520275214291281,3,48.0761275344999,77.9373390833038,1733.05029639778,0.957930975397053,0.616856174497422,209.000307595877,228.051247054724,0,0,0,0,0,1,0,650.766956421097,323.50556960743,209.59409859339,1.40245128129486,3.14419770240784,3.86805859957572,1.82181049870256,3.00216007232666,31.5635380760118,59.430592789181,0,1.61035575043502,0,0.100000000000001,0.166945007543972,0.308027249560881,34.430592789181,483.001997638382
"677",2000-11-07,19.25,11.75,492.06955,8.75,6340.222135625,53,0,0.520275214291281,3,29.9754653310289,75.5045622180235,1756.31776682357,0.958074362249738,0.397002040343755,196.572500065574,228.051247054724,0,0,0,0,0,1,0,653.814177007461,326.048344761543,210.712097758145,1.11799916475504,2.54277515411377,3.047220586364,1.83215276529178,3.00052857398987,31.5646731047884,59.2086565413403,0,1.23204055877054,0,0.0893910441340725,0.133045203714019,0.377815191657025,34.2086565413403,483.430469980644
"678",2000-11-08,21.75,14.25,506.31955,11.25,6354.472135625,54,0,0.520275214291281,3,29.0243172802771,40.5579580848257,1771.17966628154,0.958249307744098,0.715625711053805,190.493676140324,228.051247054724,0,0,0,0,0,1,0,660.155467953123,331.509068638497,213.07250075784,2.36040299969568,5.46072387695312,6.34129094566156,1.85430852367035,3.01996684074402,31.5644502225019,59.1029233723251,0,1.06545375084312,0,0,0.106233169022673,0.166086807919969,34.1029233723251,483.441248683511
"679",2000-11-09,21.25,13.75,520.06955,10.75,6368.222135625,55,0,0.520275214291281,3,19.3707592911626,51.6659188403241,1783.55722976922,0.958269871050776,0.374923349436025,189.495530115837,228.051247054724,0,0,0,0,0,1,0,663.241333184175,334.250866562538,214.238033406227,1.16553264838649,2.74179792404175,3.08586523105177,1.86537463874072,3.01662588119507,31.5671057234246,58.9670214206338,1.3,0.944613804885057,0,0.0511399680556065,0.0852630120178777,0.250338917575919,33.9670214206338,483.691020531209
"680",2000-11-10,22.5,15,535.06955,12,6383.222135625,56,0,0.520275214291281,3,15.2188032666512,59.9908131882751,1793.71391140906,0.95843346810024,0.253685573184112,188.512404616758,228.051247054724,0,0,0,0,0,1,0,665.472349926386,336.238284498863,215.081720354506,0.843686948279187,1.98741793632507,2.23101674221129,1.87337521107447,3.00440359115601,31.5666493081857,58.8990705827487,0,3.95558024611815,33.0610774643962,0,0.0684508378850434,0.294641403736216,33.8990705827487,483.701841708788
"681",2000-11-11,21,13.5,548.56955,10.5,6396.722135625,57,0,0.520275214291281,3,13.6459107517304,51.9138681601127,1802.73456528411,0.958632391616674,0.262856758406883,188.392045015952,228.051247054724,0,0,0,0,0,1,0,667.509033241569,338.055981904678,215.852596510193,0.77087615568649,1.81769740581512,2.03668331518258,1.88067889099572,2.99398684501648,31.5649795964317,58.8444779667345,0.4,3.76749433402724,0,0,0.0551009202121975,0.227577607892921,33.8444779667345,483.712683840772
"682",2000-11-12,21.25,13.75,562.31955,10.75,6410.472135625,58,0,0.520275214291281,3,11.1645397313815,46.533414465791,1809.68344519088,0.958829077686403,0.239925214968983,187.222336435183,228.051247054724,0,0,0,0,0,1,0,669.363866491035,339.714198500328,216.555206489685,0.702609979492915,1.65821659564972,1.85483324946634,1.88733044465671,2.98188948631287,31.5635565436804,58.8004688959111,0,3.56665434344022,0,0,0.0445090708308427,0.200339990579562,33.8004688959111,483.723546738723
"683",2000-11-13,21,13.5,575.81955,10.5,6423.972135625,59,0,0.520275214291281,3,8.80399016140031,57.5766546790784,1815.90110473178,0.959022691205964,0.152909028780925,187.186004059991,228.051247054724,0,0,0,0,0,1,0,670.500988096894,340.732352406197,216.986261598454,0.431055108768841,1.01815390586853,1.13712160585957,1.89140823730068,2.96446990966797,31.5619038990488,58.7648778610947,0,3.31247991268444,0,0,0.0360910348238632,0.25367443074833,33.7648778610947,483.73443021459
"684",2000-11-14,21.5,14,589.81955,11,6437.972135625,60,0,0.520275214291281,3,7.05935157903661,60.3786638818594,1820.95434001238,0.959205049049347,0.116917983019306,186.643345753775,228.051247054724,0,0,0,0,0,1,0,671.382616052751,341.522488028221,217.320614319013,0.33435272055851,0.790135622024536,0.881627955856793,1.89456981296205,2.94402670860291,31.5595241754634,58.7360044737958,4,3.4427574894608,0,0,0.0293735969323022,0.269222213590283,33.7360044737958,483.74533408072
"685",2000-11-15,21,13.5,603.31955,10.5,6451.472135625,61,0,0.520275214291281,3,6.22550977309901,60.4252635416856,1825.51268503444,0.959219431289159,0.103028261494559,186.653779023304,228.051247054724,0,0,0.001575,0,0,2,0,672.115032059982,342.179375976734,217.598475114302,0.277860795289221,0.656887948513031,0.732416007230834,1.89719630479126,2.92342710494995,31.5567313884327,58.7124911543505,0.4,4.75080268321634,33.8770324171459,0,0.0240133194452757,0.249197316783661,33.7124911543505,483.756258149862
"686",2000-11-16,23.25,15.75,619.06955,12.75,6467.222135625,62,0,0.520275214291281,3,3.99648811617616,71.4573297452991,1828.47896123338,0.959231398337866,0.0559283177423269,185.517544702385,228.051247054724,0,0,0.0034875,0,0,2,0,672.567493363172,342.585424602442,217.77017710264,0.171701988338051,0.406048625707626,0.452461303189832,1.89881886069409,2.89589166641235,31.5539172349282,58.6932636887256,0,4.37388714862778,0,0,0.0197274656323674,0.376415534581113,33.6932636887256,483.767202235181
"687",2000-11-17,24.75,17.25,636.31955,14.25,6484.472135625,63,0,0.520275214291281,3,2.98268819672932,63.2371640029821,1830.53665467568,0.95923881133157,0.0471666964664979,184.905589565634,228.051247054724,0,0,0.005625,0,0,2,0,672.973672222816,342.950074702911,217.92434289696,0.154165794319938,0.364650100469589,0.406178859643853,1.90027544471945,2.86501717567444,31.5501555629968,58.6264841504159,0,4.00526398696718,0,0.0509900856253478,0.0162894526917607,0.368123161653145,33.6264841504159,484.016437578412
"688",2000-11-18,26.25,18.75,655.06955,15.75,6503.222135625,64,0,0.520275214291281,3,2.33045008760096,66.0099145330506,1832.13727246376,0.959245488455043,0.0353045477295242,184.65428325565,228.051247054724,0,0,0.0079875,0,0,2,0,673.294101523204,343.237838983946,218.045981615057,0.12163871809704,0.28776428103447,0.32042930038794,1.9014245252024,2.83040356636047,31.5459377363933,58.6134612172971,0.7,3.6667440280375,0,0,0.0135281462161492,0.408014745832365,33.6134612172971,484.027421137252
"689",2000-11-19,26,18.6592,673.72875,15.6592,6521.881335625,64,673.72875,0.520275214291281,4,1.89190726847708,77.0329990021317,1808.24321199678,0.959250772341006,0.0245596998232524,159.319666779391,228.051247054724,37.7794031441212,8615.64,0.01033638,0,89.0545289832,2,0,673.509025453121,343.430904329233,218.127579471314,0.081597856256918,0.193065345287323,0.214923929917753,1.90219525650846,2.79500603675842,31.5412091012411,58.6026999250779,0.1,3.18614692644765,0,0,0.0113122680764773,0.49004612573251,33.6026999250779,484.038424153361
"690",2000-11-20,26,18.5,692.22875,15.5,6540.381335625,65,690.759917990871,0.520275214291281,4,1.70106203974651,66.0405978618041,1784.41165697334,0.959254330535738,0.0257578227315534,156.992766176238,228.051247054724,37.7794031441212,8615.64,0.01266138,0,109.0858919832,2,0,673.725610871309,343.625496671014,218.209815024533,0.0822355532189686,0.194592341780663,0.216585418187155,1.9029719460204,2.760009765625,31.5363733731534,58.5936918329186,0,4.60748650981646,39.786046879602,0,0.00950809215929583,0.392513490183539,33.5936918329186,484.049446440686
"691",2000-11-21,23,15.5,707.72875,12.5,6555.881335625,66,704.983896484063,0.520275214291281,4,1.66890199845803,52.2919575572887,1765.38950943085,0.959257931562327,0.0319150808512255,159.419018154842,228.051247054724,37.7794031441212,8615.64,0.01453638,0,125.2402169832,2,0,673.944254043417,343.821972907,218.292838907389,0.0830238828559615,0.196476235985756,0.21864317210829,1.90375601477284,2.73113489151001,31.5315924617963,58.5861469311883,0,4.33909842869434,0,0,0.00804490173774892,0.267888081114674,33.5861469311883,484.060487813625
"692",2000-11-22,22.5,15,722.72875,12,6570.881335625,67,718.714204336448,0.520275214291281,4,1.33401325897961,82.5818885551436,1747.10034946247,0.959261580528976,0.0161538238068911,158.249790974712,228.051247054724,37.7794031441212,8615.64,0.01633638,0,140.7483689832,2,0,674.048699831172,343.915846474879,218.332502779107,0.0396638717179582,0.0938735678792,0.104445787755402,1.90413056421663,2.70207142829895,31.5276478068626,58.579792874624,0,3.88793018862958,0,0,0.0068540565717749,0.4506682400573,33.579792874624,484.071548087036
"693",2000-11-23,24.25,16.75,739.47875,13.75,6587.631335625,68,734.008363314302,0.520275214291281,4,1.01918287945082,82.589356503944,1725.7096420352,0.959263330228177,0.0123403660769097,153.319327518978,228.051247054724,37.7794031441212,8615.64,0.01839888,0,158.5181264832,2,0,674.135459748486,343.993831083589,218.365451684803,0.0329489056957682,0.0779846087098122,0.0867599173141438,1.9044416909693,2.66931128501892,31.5236773883911,58.5744122428099,0,3.3814144456121,0,0,0.00588063182152176,0.506015743010029,33.5744122428099,484.08262707624
"694",2000-11-24,23.5,16,755.47875,13,6603.631335625,69,748.575384657809,0.520275214291281,4,0.906413982131792,82.5955583423405,1705.45197525396,0.959264792564693,0.0109741250878657,152.313297422276,228.051247054724,37.7794031441212,8615.64,0.02034888,0,175.3186244832,2,0,674.207192763012,344.058313288205,218.392694729037,0.02724304423434,0.0644822046160698,0.0717330145258652,1.90469893026319,2.63791036605835,31.5192019589813,58.5698296115906,0,2.88922601172726,0,0,0.00508263122678069,0.491688433877395,33.5698296115906,484.09372459703
"695",2000-11-25,24.75,16.9757375,772.4544875,13.9757375,6620.607073125,70,763.988611799454,0.520275214291281,4,0.722935894796259,71.5872602889092,1683.4427453029,0.959266006765369,0.0100986669345616,148.535967574338,228.051247054724,37.7794031441212,8615.64,0.022445240625,0,193.380112938375,2,0,674.275345962803,344.119581152164,218.418578942173,0.0258842131356131,0.061267863959074,0.0681531997904674,1.9049433321067,2.60451984405518,31.5149122159539,58.5659035903192,0,4.53479889962447,39.8592529969242,0,0.00442602127141854,0.465201100375531,33.5659035903192,484.104840465678
"696",2000-11-26,28,17.051015,789.5055025,14.051015,6637.658088125,71,779.42407048463,0.520275214291281,4,0.541882092292813,77.0985178305007,1661.18057644573,0.959267166826202,0.00702843723765193,146.08210567312,228.051247054724,37.7794031441212,8615.64,0.024552892875,0,211.538885969565,2,0,674.321678846175,344.161235485636,218.436176385804,0.0175974436311339,0.0416543334722519,0.0463328833723059,1.9051094848647,2.57072901725769,31.5103506692322,58.5093128615487,0,3.9478766291806,0,0.0532069547466804,0.00388377403125673,0.586422270436419,33.5093128615487,484.364605128598
"697",2000-11-27,30.75,17.89218875,807.39769125,14.89218875,6655.550276875,72,795.572064578219,0.520275214291281,4,0.450608884575337,77.1016073566439,1637.48432883552,0.959267958218815,0.00584435136542405,142.421810034358,228.051247054724,37.7794031441212,8615.64,0.0267867211875,0,230.784746531872,2,0,674.360966227334,344.196557097547,218.45109818464,0.0149217988363533,0.0353216119110584,0.0392873811589476,1.90525037198975,2.53516578674316,31.5057344360631,58.5063786499079,0,3.32385095709336,0,0,0.00343421164824058,0.62352567207979,33.5063786499079,484.37575714372
"698",2000-11-28,30.75,18.95232375,826.350015,15.95232375,6674.502600625,73,812.621904781181,0.520275214291281,4,0.421824364453741,63.3356148603691,1612.03137412922,0.959268633364513,0.00666014476590809,138.295478177257,228.051247054724,37.7794031441212,8615.64,0.02917956975,0,251.40066832089,2,0,674.406986964924,344.237933721804,218.46857765727,0.017479472629775,0.0413766242563725,0.0460207375901803,1.90541540537251,2.49756264686584,31.5008760712387,58.5038184985608,0,2.83584601155427,0,0,0.00306015135449508,0.487504945531638,33.5038184985608,484.386926957451
"699",2000-11-29,24.75,17.25,843.600015,14.25,6691.752600625,74,828.086735130007,0.520275214291281,4,0.49412498856964,74.3534628520084,1589.41308520379,0.959269427700614,0.00664562170159529,138.584848487487,228.051247054724,37.7794031441212,8615.64,0.03131706975,0,269.81659882089,2,0,674.447576272095,344.274428405278,218.483994455629,0.0154167983588569,0.0364946834743023,0.0405893071713413,1.90556096128962,2.46333050727844,31.4957390302719,58.5015706988045,0,2.39669621172045,0,0,0.00274779976380608,0.438649799826369,33.5015706988045,484.398114387045
"700",2000-11-30,21.5,14,857.600015,11,6705.752600625,75,840.599433836156,0.520275214291281,4,0.554466556455057,66.0942860848497,1572.10538639665,0.959270132053628,0.00838902383666374,141.633609713241,228.051247054724,37.7794031441212,8615.64,0.03296706975,0,284.03240482089,2,0,674.488124161256,344.31088706892,218.499395766419,0.0154013107900934,0.0364586636424065,0.0405478891605732,1.90570636867902,2.43565917015076,31.4910625084703,58.4995847173335,1.3,4.68565274739632,39.8796695551745,0,0.00248598147100589,0.314347252603677,33.4995847173335,484.409319250273
"701",2000-12-01,18.75,11.25,868.850015,8.25,6717.002600625,76,850.630633967051,0.520275214291281,4,0.589912882826159,85.3747783283183,1559.30805042074,0.959270837644645,0.00690968553778471,144.413202663753,228.051247054724,37.7794031441212,8615.64,0.03420456975,0,294.69425932089,2,0,674.514420909724,344.334532598444,218.509384222166,0.00998845574705957,0.0236455295234919,0.026296748467608,1.90580067054341,2.41334176063538,31.4872822711578,58.4978189707964,0,4.33735157414298,0,0,0.00226574654449101,0.34780117324589,33.4978189707964,484.420541365421
"702",2000-12-02,20.75,13.25,882.100015,10.25,6730.252600625,77,862.424550717979,0.520275214291281,4,0.440137689751794,85.376718664161,1543.13836994169,0.959271297718512,0.00515524274445461,139.761124563029,228.051247054724,37.7794031441212,8615.64,0.03574206975,0,307.94080582089,2,0,674.537077396071,344.354905315154,218.517990062905,0.00860584073960686,0.0203727167099714,0.0226564863468778,1.90588191818912,2.38694453239441,31.4842334447213,58.4962391666671,0,3.90897156362136,0,0,0.00207980413677305,0.427880010514174,33.4962391666671,484.4317805513
"703",2000-12-03,25,17.6791,899.779115,14.6791,6747.931700625,78,878.125678532467,0.520275214291281,4,0.334805185004884,60.5911156907934,1519.68804172082,0.959271695518523,0.00552564794990667,130.8635087733,228.051247054724,37.7794031441212,8615.64,0.03794393475,0,326.91128198949,2,0,674.568686122619,344.383328417726,218.529996428909,0.0120063660030677,0.0284231025725603,0.0316087265482343,1.90599526915522,2.35175037384033,31.4806272659998,58.4948168617465,0,3.53952583443939,0,0,0.00192230492805641,0.368945729174517,33.4948168617465,484.443036627253
"704",2000-12-04,26.25,17.606166875,917.385281875,14.606166875,6765.5378675,79,893.71149002204,0.520275214291281,4,0.27251243197863,85.3807222616082,1496.32499490822,0.959272255225764,0.00319173250985252,128.605757359482,228.051247054724,37.7794031441212,8615.64,0.04013485978125,0,345.787503325729,2,0,674.58636098524,344.399222366922,218.536710191372,0.00671376246349751,0.0158939491957426,0.0176748626215307,1.90605865237159,2.31650161743164,31.4758193208422,58.4430282918141,0,2.94480623180249,0,0.0505000850237586,0.00178848491608247,0.594219602629448,33.4430282918141,484.690291118876
"705",2000-12-05,29.5,17.558025,934.943306875,14.558025,6783.0958925,80,909.2045580149,0.520275214291281,4,0.228699545746294,68.8564727100323,1472.99554857909,0.95927256943546,0.00332139491738696,126.303053161689,228.051247054724,37.7794031441212,8615.64,0.04231856353125,0,364.601508702379,2,0,674.60419218171,344.415257132091,218.543483383801,0.00677319242865936,0.0160347651690245,0.0178311964696302,1.90612259621139,2.28135466575623,31.4710039169612,58.4418539162026,0,4.46543459643595,39.885359782423,0,0.00167437561151845,0.534565403564053,33.4418539162026,484.701580435152
"706",2000-12-06,22.75,15.25,950.193306875,12.25,6798.3458925,81,922.617602158366,0.520275214291281,4,0.308663820594348,74.3661361720568,1453.47220981908,0.959272886618381,0.00415059623709864,127.776216097894,228.051247054724,37.7794031441212,8615.64,0.04415606353125,0,380.432747202379,2,0,674.623039129565,344.432205563821,218.550642459824,0.00715907602379353,0.0169484317302704,0.0188469478553045,1.90619018260226,2.25088286399841,31.4662024208307,58.4407771119792,0,4.06211008817206,0,0,0.00157680423083518,0.402824508256431,33.4407771119792,484.712886101806
"707",2000-12-07,23,15.5,965.693306875,12.5,6813.8458925,82,936.213803609066,0.520275214291281,4,0.290891465528778,63.3499622766719,1433.52307314166,0.959273225789763,0.00459181769575784,125.398084304494,228.051247054724,37.7794031441212,8615.64,0.04603106353125,0,396.587072202379,2,0,674.643714455295,344.450798482113,218.558496108746,0.00785364892120861,0.018592918291688,0.0206753257292126,1.90626432567609,2.2199399471283,31.4620396063829,58.4397839803353,0,3.71683089335233,0,0,0.00149313165133898,0.344779194812281,33.4397839803353,484.724207939405
"708",2000-12-08,22.5,15,980.693306875,12,6828.8458925,83,949.334916991162,0.520275214291281,4,0.291980816619553,85.3862567875117,1414.39672779497,0.959273600439745,0.00341952949112747,124.22596196747,228.051247054724,37.7794031441212,8615.64,0.04783106353125,0,412.095224202379,2,0,674.658253248149,344.463873158619,218.5640188027,0.00552269395448368,0.0130746765062213,0.0145387928547243,1.90631646274063,2.18990778923035,31.4578124319471,58.4388628008395,0,3.27568764457815,0,0,0.00142117950331733,0.440643248766736,33.4388628008395,484.735545769074
"709",2000-12-09,21.75,14.25,994.943306875,11.25,6843.0958925,84,961.766760496711,0.520275214291281,4,0.26701039818406,85.387329127195,1396.46200839089,0.959273863266341,0.00312704936270641,123.504953375421,228.051247054724,37.7794031441212,8615.64,0.04951856353125,0,426.634116702379,2,0,674.670588528956,344.474966358804,218.568704498968,0.00468569626809664,0.0110932001844049,0.0123352808069668,1.90636069786647,2.16135382652283,31.4537096781359,58.4380036720018,0,2.81438578321164,0,0,0.00135912884511895,0.460801861359057,33.4380036720018,484.746899412506
"710",2000-12-10,25.75,16.360118125,1011.303425,13.360118125,6859.456010625,85,976.003683729535,0.520275214291281,4,0.195490939475548,79.8793202706708,1375.05047948069,0.95927408839132,0.00244732849774191,118.234671928885,228.051247054724,37.7794031441212,8615.64,0.05152258125,0,443.90001192075,2,0,674.681404189716,344.484693053589,218.572812970139,0.00410847117024243,0.0097266947850585,0.0108156607600487,1.90639948353518,2.12851500511169,31.4498088635583,58.437198183633,0,4.4344704258064,39.8869019710808,0,0.00130548836877056,0.565529574193601,33.437198183633,484.758268691962
